metric_id
range.snapshots.unknown.sent-bytes
range.splits
rangekeybytes
rangekeycount
ranges
ranges.overreplicated
ranges.unavailable
ranges.underreplicated
rangevalbytes
rangevalcount
rebalancing.queriespersecond
rebalancing.readbytespersecond
rebalancing.readspersecond
rebalancing.requestspersecond
rebalancing.writebytespersecond
rebalancing.writespersecond
replicas
replicas.leaders
replicas.leaders_invalid_lease
replicas.leaders_not_leaseholders
replicas.leaseholders
replicas.quiescent
replicas.reserved
requests.backpressure.split
requests.slow.lease
requests.slow.raft
rocksdb.block.cache.hits
rocksdb.block.cache.misses
rocksdb.block.cache.usage
rocksdb.bloom.filter.prefix.checked
rocksdb.bloom.filter.prefix.useful
rocksdb.compactions
rocksdb.flushes
rocksdb.memtable.total-size
rocksdb.num-sstables
rocksdb.read-amplification
rocksdb.table-readers-mem-estimate
storage.keys.range-key-set.count
storage.l0-level-score
storage.l0-level-size
storage.l0-num-files
storage.l0-sublevels
storage.l1-level-score
storage.l1-level-size
storage.l2-level-score
storage.l2-level-size
storage.l3-level-score
storage.l3-level-size
storage.l4-level-score
storage.l4-level-size
storage.l5-level-score
storage.l5-level-size
storage.l6-level-score
storage.l6-level-size
storage.marked-for-compaction-files
storage.write-stalls
sysbytes
syscount
tenant.consumption.cross_region_network_ru
tenant.consumption.external_io_egress_bytes
tenant.consumption.pgwire_egress_bytes
tenant.consumption.read_batches
tenant.consumption.read_bytes
tenant.consumption.read_requests
tenant.consumption.request_units
tenant.consumption.sql_pods_cpu_seconds
tenant.consumption.write_batches
tenant.consumption.write_bytes
tenant.consumption.write_requests
timeseries.write.bytes
timeseries.write.errors
timeseries.write.samples
totalbytes
txnwaitqueue.deadlocks_total
valbytes
valcount
changefeed.aggregator_progress
changefeed.backfill_count
changefeed.backfill_pending_ranges
changefeed.checkpoint_progress
changefeed.commit_latency
changefeed.emitted_bytes
changefeed.emitted_messages
changefeed.error_retries
changefeed.failures
changefeed.lagging_ranges
changefeed.max_behind_nanos
changefeed.message_size_hist
changefeed.running
clock-offset.meannanos
clock-offset.stddevnanos
cluster.preserve-downgrade-option.last-updated
distsender.batches
distsender.batches.partial
distsender.errors.notleaseholder
distsender.rpc.sent
distsender.rpc.sent.local
distsender.rpc.sent.nextreplicaerror
jobs.auto_create_stats.currently_paused
jobs.auto_create_stats.currently_running
jobs.auto_create_stats.resume_failed
jobs.backup.currently_paused
jobs.backup.currently_running
jobs.changefeed.currently_paused
jobs.changefeed.expired_pts_records
jobs.changefeed.protected_age_sec
jobs.changefeed.resume_retry_error
jobs.create_stats.currently_running
jobs.row_level_ttl.currently_paused
jobs.row_level_ttl.currently_running
jobs.row_level_ttl.delete_duration
jobs.row_level_ttl.num_active_spans
jobs.row_level_ttl.resume_completed
jobs.row_level_ttl.resume_failed
jobs.row_level_ttl.rows_deleted
jobs.row_level_ttl.rows_selected
jobs.row_level_ttl.select_duration
jobs.row_level_ttl.span_total_duration
jobs.row_level_ttl.total_expired_rows
jobs.row_level_ttl.total_rows
physical_replication.logical_bytes
physical_replication.replicated_time_seconds
requests.slow.distsender
round-trip-latency
rpc.connection.avg_round_trip_latency
rpc.connection.failures
rpc.connection.healthy
rpc.connection.healthy_nanos
rpc.connection.heartbeats
rpc.connection.unhealthy
rpc.connection.unhealthy_nanos
schedules.BACKUP.failed
schedules.BACKUP.last-completed-time
schedules.BACKUP.protected_age_sec
schedules.BACKUP.protected_record_count
schedules.BACKUP.started
schedules.BACKUP.succeeded
schedules.scheduled-row-level-ttl-executor.failed
sql.bytesin
sql.bytesout
sql.conn.latency
sql.conns
sql.ddl.count
sql.delete.count
sql.distsql.contended_queries.count
sql.distsql.exec.latency
sql.distsql.flows.active
sql.distsql.flows.total
sql.distsql.queries.active
sql.distsql.queries.total
sql.distsql.select.count
sql.distsql.service.latency
sql.exec.latency
sql.failure.count
sql.full.scan.count
sql.guardrails.max_row_size_err.count
sql.guardrails.max_row_size_log.count
sql.insert.count
sql.mem.distsql.current
sql.mem.distsql.max
sql.mem.internal.session.current
sql.mem.internal.session.max
sql.mem.internal.txn.current
sql.mem.internal.txn.max
sql.mem.root.current
sql.mem.root.max
sql.misc.count
sql.new_conns
sql.pgwire_cancel.ignored
sql.pgwire_cancel.successful
sql.pgwire_cancel.total
sql.query.count
sql.select.count
sql.service.latency
sql.statements.active
sql.txn.abort.count
sql.txn.begin.count
sql.txn.commit.count
sql.txn.contended.count
sql.txn.latency
sql.txn.rollback.count
sql.txns.open
sql.update.count
tenant.sql_usage.cross_region_network_ru
tenant.sql_usage.estimated_cpu_seconds
tenant.sql_usage.external_io_egress_bytes
tenant.sql_usage.external_io_ingress_bytes
tenant.sql_usage.kv_request_units
tenant.sql_usage.pgwire_egress_bytes
tenant.sql_usage.provisioned_vcpus
tenant.sql_usage.read_batches
tenant.sql_usage.read_bytes
tenant.sql_usage.read_requests
tenant.sql_usage.request_units
tenant.sql_usage.sql_pods_cpu_seconds
tenant.sql_usage.write_batches
tenant.sql_usage.write_bytes
tenant.sql_usage.write_requests
txn.aborts
txn.commits
txn.commits1PC
txn.durations
txn.restarts
txn.restarts.asyncwritefailure
txn.restarts.readwithinuncertainty
txn.restarts.serializable
txn.restarts.txnaborted
txn.restarts.txnpush
txn.restarts.unknown
txn.restarts.writetooold
build.timestamp
sys.cgo.allocbytes
sys.cgo.totalbytes
sys.cgocalls
sys.cpu.combined.percent-normalized
sys.cpu.host.combined.percent-normalized
sys.cpu.sys.ns
sys.cpu.sys.percent
sys.cpu.user.ns
sys.cpu.user.percent
sys.fd.open
sys.fd.softlimit
sys.gc.count
sys.gc.pause.ns
sys.gc.pause.percent
sys.go.allocbytes
sys.go.totalbytes
sys.goroutines
sys.host.disk.iopsinprogress
sys.host.disk.read.bytes
sys.host.disk.read.count
sys.host.disk.write.bytes
sys.host.disk.write.count
sys.host.net.recv.bytes
sys.host.net.send.bytes
sys.rss
sys.runnable.goroutines.per.cpu
sys.totalmem
sys.uptime
jobs.auto_config_env_runner.currently_paused
jobs.auto_config_env_runner.protected_age_sec
jobs.auto_config_env_runner.protected_record_count
jobs.auto_config_runner.currently_paused
jobs.auto_config_runner.protected_age_sec
jobs.auto_config_runner.protected_record_count
jobs.auto_config_task.currently_paused
jobs.auto_config_task.protected_age_sec
jobs.auto_config_task.protected_record_count
jobs.auto_create_partial_stats.currently_paused
jobs.auto_schema_telemetry.currently_paused
jobs.auto_schema_telemetry.protected_age_sec
jobs.auto_schema_telemetry.protected_record_count
jobs.auto_span_config_reconciliation.currently_paused
jobs.auto_span_config_reconciliation.protected_age_sec
jobs.auto_span_config_reconciliation.protected_record_count
jobs.auto_sql_stats_compaction.currently_paused
jobs.auto_sql_stats_compaction.protected_age_sec
jobs.auto_sql_stats_compaction.protected_record_count
jobs.auto_update_sql_activity.currently_paused
jobs.auto_update_sql_activity.protected_age_sec
jobs.auto_update_sql_activity.protected_record_count
jobs.backup.protected_age_sec
jobs.backup.protected_record_count
jobs.changefeed.protected_record_count
jobs.create_stats.currently_paused
jobs.history_retention.currently_paused
jobs.history_retention.protected_age_sec
jobs.history_retention.protected_record_count
jobs.import.currently_paused
jobs.import.protected_age_sec
jobs.import.protected_record_count
jobs.import_rollback.currently_paused
jobs.key_visualizer.currently_paused
jobs.key_visualizer.protected_age_sec
jobs.key_visualizer.protected_record_count
jobs.logical_replication.currently_paused
jobs.logical_replication.protected_age_sec
jobs.logical_replication.protected_record_count
jobs.migration.currently_paused
jobs.migration.protected_age_sec
jobs.migration.protected_record_count
jobs.mvcc_statistics_update.currently_paused
jobs.mvcc_statistics_update.protected_age_sec
jobs.mvcc_statistics_update.protected_record_count
jobs.new_schema_change.currently_paused
jobs.new_schema_change.protected_age_sec
jobs.new_schema_change.protected_record_count
jobs.poll_jobs_stats.currently_paused
jobs.poll_jobs_stats.protected_age_sec
jobs.poll_jobs_stats.protected_record_count
jobs.replication_stream_ingestion.currently_paused
jobs.replication_stream_ingestion.protected_age_sec
jobs.replication_stream_ingestion.protected_record_count
jobs.replication_stream_producer.currently_paused
jobs.replication_stream_producer.protected_age_sec
jobs.replication_stream_producer.protected_record_count
jobs.restore.currently_paused
jobs.restore.protected_age_sec
jobs.restore.protected_record_count
jobs.row_level_ttl.protected_age_sec
jobs.row_level_ttl.protected_record_count
jobs.schema_change.currently_paused
jobs.schema_change.protected_age_sec
jobs.schema_change.protected_record_count
jobs.schema_change_gc.currently_paused
jobs.schema_change_gc.protected_age_sec
jobs.schema_change_gc.protected_record_count
jobs.standby_read_ts_poller.currently_paused
jobs.standby_read_ts_poller.protected_age_sec
jobs.standby_read_ts_poller.protected_record_count
jobs.typedesc_schema_change.currently_paused
jobs.typedesc_schema_change.protected_age_sec
jobs.typedesc_schema_change.protected_record_count
jobs.update_table_metadata_cache.currently_paused
jobs.update_table_metadata_cache.protected_age_sec
jobs.update_table_metadata_cache.protected_record_count
sql.crud_query.count
sql.crud_query.started.count
auth.cert.conn.latency
auth.gss.conn.latency
auth.jwt.conn.latency
auth.ldap.conn.latency
auth.password.conn.latency
auth.scram.conn.latency
sql.exec.latency.detail
sql.query.unique.count
rebalancing.cpunanospersecond
rebalancing.lease.transfers
rebalancing.range.rebalances
rebalancing.replicas.cpunanospersecond
rebalancing.replicas.queriespersecond
rebalancing.state.imbalanced_overfull_options_exhausted
sql.routine.delete.count
sql.routine.delete.started.count
sql.routine.insert.count
sql.routine.insert.started.count
sql.routine.select.count
sql.routine.select.started.count
sql.routine.update.count
sql.routine.update.started.count
sql.select.started.count
sql.insert.started.count
sql.update.started.count
sql.delete.started.count
admission.wait_durations.kv
admission.wait_durations.kv-stores
storage.wal.fsync.latency
sql.conn.failures
sql.mem.sql.current
cloud.read_bytes
cloud.write_bytes
